Part	Poem	Verse	Word1	Word2	IPA1	IPA2	Type	Rhyming	Lines
book-of-poetry/decade-of-sang-hu/zhs	Wan Liu	2	焉	焉	yoŋ44	yoŋ44	tonal exact	-	4728-4732
book-of-poetry/decade-of-sang-hu/zhs	Wan Liu	2	焉	焉	yoŋ44	yoŋ44	tonal exact	-	4730-4732
book-of-poetry/decade-of-sang-hu/zhs	Wan Liu	3	焉	焉	yoŋ44	yoŋ44	tonal exact	crossed	4734-4736
book-of-poetry/decade-of-sang-hu/zhs	Wan Liu	3	焉	焉	yoŋ44	yoŋ44	tonal exact	-	4734-4738
book-of-poetry/decade-of-sang-hu/zhs	Wan Liu	3	焉	焉	yoŋ44	yoŋ44	tonal exact	-	4736-4738
book-of-poetry/decade-of-du-ren-shi/zhs	Du Ren Shi	2	黄	章	uoŋ53	ʦuoŋ44	exact	crossed	4746-4748
book-of-poetry/decade-of-du-ren-shi/zhs	Du Ren Shi	4	实	兮	siʔ5	hi44	inexact	encircling	4758-4761
book-of-poetry/decade-of-du-ren-shi/zhs	Du Ren Shi	5	虿	迈	ʦʰɑi212	mɑi242	inexact	-	4766-4768
book-of-poetry/decade-of-du-ren-shi/zhs	Shu Miao	2	之	之	ʦi44	ʦi44	tonal inexact	crossed	4792-4794
book-of-poetry/decade-of-du-ren-shi/zhs	Shu Miao	4	旅	处	ly32	ʦʰy32	tonal inexact	crossed	4800-4802
book-of-poetry/decade-of-du-ren-shi/zhs	Shu Miao	5	之	之	ʦi44	ʦi44	tonal inexact	crossed	4804-4806
book-of-poetry/decade-of-du-ren-shi/zhs	Bai Hua	2	兮	兮	hi44	hi44	tonal inexact	crossed	4828-4830
book-of-poetry/decade-of-du-ren-shi/zhs	Bai Hua	5	人	心	iŋ53	siŋ44	exact	paired	4841-4842
book-of-poetry/decade-of-du-ren-shi/zhs	Bai Hua	7	林	人	liŋ53	iŋ53	tonal exact	paired	4848-4849
book-of-poetry/decade-of-du-ren-shi/zhs	Bai Hua	7	林	心	liŋ53	siŋ44	exact	crossed	4848-4850
book-of-poetry/decade-of-du-ren-shi/zhs	Bai Hua	7	人	心	iŋ53	siŋ44	exact	-	4849-4850
book-of-poetry/decade-of-du-ren-shi/zhs	Mian Man	2	之	之	ʦi44	ʦi44	tonal inexact	-	4863-4864
book-of-poetry/decade-of-du-ren-shi/zhs	Mian Man	2	之	之	ʦi44	ʦi44	tonal inexact	-	4863-4866
book-of-poetry/decade-of-du-ren-shi/zhs	Mian Man	2	之	之	ʦi44	ʦi44	tonal inexact	-	4864-4866
book-of-poetry/decade-of-du-ren-shi/zhs	Mian Man	3	隅	趋	ŋy53	kʰy44	inexact	crossed	4868-4870
book-of-poetry/decade-of-du-ren-shi/zhs	Mian Man	3	之	之	ʦi44	ʦi44	tonal inexact	-	4871-4872
book-of-poetry/decade-of-du-ren-shi/zhs	Mian Man	3	之	之	ʦi44	ʦi44	tonal inexact	-	4871-4874
book-of-poetry/decade-of-du-ren-shi/zhs	Mian Man	3	之	之	ʦi44	ʦi44	tonal inexact	-	4872-4874
book-of-poetry/decade-of-du-ren-shi/zhs	Hu Ye	2	之	之	ʦi44	ʦi44	tonal inexact	crossed	4884-4886
book-of-poetry/decade-of-du-ren-shi/zhs	Hu Ye	3	之	之	ʦi44	ʦi44	tonal inexact	crossed	4888-4890
book-of-poetry/decade-of-du-ren-shi/zhs	Hu Ye	4	之	之	ʦi44	ʦi44	tonal inexact	crossed	4892-4894
book-of-poetry/decade-of-du-ren-shi/zhs	Jian Jian Zhi Shi	2	矣	矣	i32	i32	tonal inexact	crossed	4900-4902
book-of-poetry/decade-of-du-ren-shi/zhs	Jian Jian Zhi Shi	2	矣	征	i32	ʦiŋ44	inexact	encircling	4900-4903
book-of-poetry/decade-of-du-ren-shi/zhs	Jian Jian Zhi Shi	2	矣	矣	i32	i32	tonal inexact	-	4900-4904
book-of-poetry/decade-of-du-ren-shi/zhs	Jian Jian Zhi Shi	2	矣	征	i32	ʦiŋ44	inexact	-	4902-4903
book-of-poetry/decade-of-du-ren-shi/zhs	Jian Jian Zhi Shi	2	矣	矣	i32	i32	tonal inexact	-	4902-4904
book-of-poetry/decade-of-du-ren-shi/zhs	Jian Jian Zhi Shi	2	征	矣	ʦiŋ44	i32	inexact	-	4903-4904
book-of-poetry/decade-of-du-ren-shi/zhs	Jian Jian Zhi Shi	3	矣	矣	i32	i32	tonal inexact	crossed	4906-4908
book-of-poetry/decade-of-du-ren-shi/zhs	Jian Jian Zhi Shi	3	矣	征	i32	ʦiŋ44	inexact	encircling	4906-4909
book-of-poetry/decade-of-du-ren-shi/zhs	Jian Jian Zhi Shi	3	矣	矣	i32	i32	tonal inexact	-	4906-4910
book-of-poetry/decade-of-du-ren-shi/zhs	Jian Jian Zhi Shi	3	矣	征	i32	ʦiŋ44	inexact	-	4908-4909
book-of-poetry/decade-of-du-ren-shi/zhs	Jian Jian Zhi Shi	3	矣	矣	i32	i32	tonal inexact	-	4908-4910
book-of-poetry/decade-of-du-ren-shi/zhs	Jian Jian Zhi Shi	3	征	矣	ʦiŋ44	i32	inexact	-	4909-4910
book-of-poetry/decade-of-du-ren-shi/zhs	Tiao Zhi Hua	2	矣	矣	i32	i32	tonal inexact	paired	4918-4919
book-of-poetry/decade-of-du-ren-shi/zhs	Tiao Zhi Hua	2	矣	矣	i32	i32	tonal inexact	crossed	4918-4920
book-of-poetry/decade-of-du-ren-shi/zhs	Tiao Zhi Hua	2	矣	矣	i32	i32	tonal inexact	-	4919-4920
book-of-poetry/decade-of-du-ren-shi/zhs	He Cao Bu Huang	3	矜	民	kʰiŋ44	miŋ53	exact	crossed	4934-4936
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang	2	天	显	tʰieŋ44	hieŋ32	exact	encircling	4946-4949
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang	2	新	时	siŋ44	si53	inexact	-	4948-4950
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang	3	子	子	ʦy32	ʦy32	tonal inexact	-	4956-4957
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang	3	世	世	siɛ212	siɛ212	tonal inexact	-	4958-4960
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang	4	翼	桢	iʔ5	tiŋ44	inexact	-	4962-4966
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang	4	士	士	søy242	søy242	tonal inexact	encircling	4963-4967
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang	4	桢	宁	tiŋ44	niŋ53	exact	-	4966-4968
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang	5	命	亿	mɛiŋ242	ɛi212	inexact	crossed	4971-4974
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang	5	命	命	mɛiŋ242	mɛiŋ242	tonal exact	encircling	4971-4975
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang	5	子	子	ʦy32	ʦy32	tonal inexact	-	4972-4973
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang	5	亿	命	ɛi212	mɛiŋ242	inexact	-	4974-4975
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang	6	敏	京	miŋ32	kiŋ44	exact	paired	4979-4980
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang	6	敏	臣	miŋ32	siŋ53	exact	encircling	4979-4983
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang	6	京	臣	kiŋ44	siŋ53	exact	paired	4980-4983
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang	7	命	易	mɛiŋ242	ɛi242	tonal inexact	-	4987-4992
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang	7	师	殷	sy44	yŋ44	tonal inexact	-	4989-4991
book-of-poetry/decade-of-wen-wang/zhs	Da Ming	3	商	王	suoŋ44	uoŋ53	exact	-	5008-5014
book-of-poetry/decade-of-wen-wang/zhs	Da Ming	3	京	身	kiŋ44	siŋ44	tonal exact	crossed	5010-5013
book-of-poetry/decade-of-wen-wang/zhs	Da Ming	5	集	止	ʦiʔ5	ʦi32	inexact	-	5022-5027
book-of-poetry/decade-of-wen-wang/zhs	Da Ming	6	妹	渭	muɔi212	uɔi242	inexact	crossed	5030-5032
book-of-poetry/decade-of-wen-wang/zhs	Da Ming	6	祥	梁	suoŋ53	luoŋ53	tonal exact	paired	5031-5033
book-of-poetry/decade-of-wen-wang/zhs	Da Ming	6	祥	光	suoŋ53	kuoŋ44	exact	crossed	5031-5034
book-of-poetry/decade-of-wen-wang/zhs	Da Ming	6	梁	光	luoŋ53	kuoŋ44	exact	-	5033-5034
book-of-poetry/decade-of-wen-wang/zhs	Da Ming	7	王	王	uoŋ53	uoŋ53	tonal exact	-	5036-5040
book-of-poetry/decade-of-wen-wang/zhs	Da Ming	7	京	莘	kiŋ44	siŋ44	tonal exact	-	5037-5038
book-of-poetry/decade-of-wen-wang/zhs	Da Ming	7	京	尔	kiŋ44	i32	inexact	encircling	5037-5041
book-of-poetry/decade-of-wen-wang/zhs	Da Ming	7	莘	尔	siŋ44	i32	inexact	paired	5038-5041
book-of-poetry/decade-of-wen-wang/zhs	Da Ming	7	王	商	uoŋ53	suoŋ44	exact	-	5040-5042
book-of-poetry/decade-of-wen-wang/zhs	Da Ming	8	林	兴	liŋ53	hiŋ44	exact	crossed	5044-5046
book-of-poetry/decade-of-wen-wang/zhs	Da Ming	8	林	心	liŋ53	siŋ44	exact	-	5044-5048
book-of-poetry/decade-of-wen-wang/zhs	Da Ming	8	兴	心	hiŋ44	siŋ44	tonal exact	-	5046-5048
book-of-poetry/decade-of-wen-wang/zhs	Mian	2	漆	室	ʦʰɛiʔ23	sɛiʔ23	tonal exact	crossed	5059-5062
book-of-poetry/decade-of-wen-wang/zhs	Mian	3	女	宇	ny32	y32	tonal inexact	-	5067-5068
book-of-poetry/decade-of-wen-wang/zhs	Mian	5	亩	东	mu32	tuŋ44	inexact	-	5078-5079
book-of-poetry/decade-of-wen-wang/zhs	Mian	6	直	翼	tiʔ5	iʔ5	tonal exact	-	5084-5086
book-of-poetry/decade-of-wen-wang/zhs	Mian	7	登	胜	tɛiŋ44	sɛiŋ212	exact	encircling	5089-5092
book-of-poetry/decade-of-wen-wang/zhs	Mian	8	门	将	muoŋ53	ʦuoŋ44	exact	-	5095-5096
book-of-poetry/decade-of-wen-wang/zhs	Mian	9	矣	矣	i32	i32	tonal inexact	-	5101-5102
book-of-poetry/decade-of-wen-wang/zhs	Mian	9	矣	矣	i32	i32	tonal inexact	paired	5101-5103
book-of-poetry/decade-of-wen-wang/zhs	Mian	9	矣	矣	i32	i32	tonal inexact	crossed	5101-5104
book-of-poetry/decade-of-wen-wang/zhs	Mian	9	矣	矣	i32	i32	tonal inexact	-	5102-5103
book-of-poetry/decade-of-wen-wang/zhs	Mian	9	矣	矣	i32	i32	tonal inexact	-	5102-5104
book-of-poetry/decade-of-wen-wang/zhs	Mian	9	矣	矣	i32	i32	tonal inexact	-	5103-5104
book-of-poetry/decade-of-wen-wang/zhs	Yu Pu	2	之	之	ʦi44	ʦi44	tonal inexact	crossed	5112-5114
book-of-poetry/decade-of-wen-wang/zhs	Yu Pu	4	之	之	ʦi44	ʦi44	tonal inexact	crossed	5120-5122
book-of-poetry/decade-of-wen-wang/zhs	Han Lu	3	中	子	tyŋ44	ʦy32	inexact	paired	5136-5137
book-of-poetry/decade-of-wen-wang/zhs	Han Lu	6	矣	矣	i32	i32	tonal inexact	crossed	5148-5150
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	2	赫	获	hɛiʔ23	hɛiʔ5	exact	-	5180-5184
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	2	莫	度	mouʔ5	tou242	inexact	crossed	5182-5186
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	2	国	国	kuɔʔ23	kuɔʔ23	tonal exact	-	5183-5185
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	2	国	廓	kuɔʔ23	kuɔʔ23	tonal exact	crossed	5183-5188
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	2	国	廓	kuɔʔ23	kuɔʔ23	tonal exact	-	5185-5188
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	2	度	顾	tou242	kou212	inexact	-	5186-5189
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	3	之	之	ʦi44	ʦi44	tonal inexact	-	5193-5195
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	3	之	之	ʦi44	ʦi44	tonal inexact	paired	5193-5197
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	3	之	之	ʦi44	ʦi44	tonal inexact	-	5195-5197
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	3	路	固	lou242	kou212	inexact	-	5200-5202
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	4	兑	对	tɔy212	tɔy212	tonal inexact	-	5205-5206
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	4	季	季	kiɛ212	kiɛ212	tonal inexact	-	5207-5208
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	5	心	音	siŋ44	iŋ44	tonal exact	paired	5216-5217
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	5	心	明	siŋ44	miŋ53	exact	crossed	5216-5218
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	5	音	明	iŋ44	miŋ53	exact	-	5217-5218
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	5	音	比	iŋ44	pi32	inexact	-	5217-5222
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	5	明	比	miŋ53	pi32	inexact	crossed	5218-5222
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	5	类	悔	luɔi242	huɔi212	inexact	crossed	5219-5224
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	5	比	祉	pi32	ʦi32	tonal inexact	-	5222-5225
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	6	恭	旅	kyŋ44	ly32	inexact	paired	5231-5235
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	6	恭	旅	kyŋ44	ly32	inexact	crossed	5231-5236
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	6	怒	祜	nou242	hou242	tonal inexact	-	5234-5237
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	6	旅	旅	ly32	ly32	tonal inexact	-	5235-5236
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	7	泉	原	ʦuoŋ53	ŋuoŋ53	tonal exact	-	5244-5246
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	7	泉	将	ʦuoŋ53	ʦuoŋ44	exact	-	5244-5248
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	7	原	将	ŋuoŋ53	ʦuoŋ44	exact	-	5246-5248
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	7	原	王	ŋuoŋ53	uoŋ53	tonal exact	-	5246-5250
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	7	将	王	ʦuoŋ44	uoŋ53	exact	-	5248-5250
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	8	德	色	tɑiʔ23	sɑiʔ23	tonal exact	paired	5252-5253
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	8	德	革	tɑiʔ23	kɑiʔ23	tonal exact	crossed	5252-5254
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	8	德	则	tɑiʔ23	ʦɑiʔ23	tonal exact	-	5252-5256
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	8	色	革	sɑiʔ23	kɑiʔ23	tonal exact	-	5253-5254
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	8	色	则	sɑiʔ23	ʦɑiʔ23	tonal exact	crossed	5253-5256
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	8	革	则	kɑiʔ23	ʦɑiʔ23	tonal exact	-	5254-5256
book-of-poetry/decade-of-wen-wang/zhs	Huang Yi	8	冲	墉	ʦʰyŋ44	yŋ44	tonal exact	-	5261-5262
book-of-poetry/decade-of-wen-wang/zhs	Ling Tai	2	之	之	ʦi44	ʦi44	tonal inexact	paired	5276-5277
book-of-poetry/decade-of-wen-wang/zhs	Ling Tai	2	之	之	ʦi44	ʦi44	tonal inexact	crossed	5276-5278
book-of-poetry/decade-of-wen-wang/zhs	Ling Tai	2	之	之	ʦi44	ʦi44	tonal inexact	-	5277-5278
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang You Sheng	2	声	成	siaŋ44	ʦʰiaŋ53	exact	crossed	5320-5322
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang You Sheng	3	功	崇	kuŋ44	ʦuŋ53	exact	paired	5325-5326
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang You Sheng	3	功	丰	kuŋ44	huŋ44	tonal exact	crossed	5325-5327
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang You Sheng	3	崇	丰	ʦuŋ53	huŋ44	exact	-	5326-5327
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang You Sheng	6	绩	辟	ʦɛiʔ23	pʰɛiʔ23	tonal exact	crossed	5340-5342
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang You Sheng	8	京	之	kiŋ44	ʦi44	tonal inexact	paired	5350-5351
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang You Sheng	8	京	之	kiŋ44	ʦi44	tonal inexact	crossed	5350-5352
book-of-poetry/decade-of-wen-wang/zhs	Wen Wang You Sheng	8	之	之	ʦi44	ʦi44	tonal inexact	-	5351-5352
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	2	子	夙	ʦy32	syʔ5	inexact	-	5363-5366
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	2	子	育	ʦy32	yʔ5	inexact	paired	5363-5367
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	2	歆	止	hiŋ44	ʦi32	inexact	-	5364-5365
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	2	夙	育	syʔ5	yʔ5	tonal exact	-	5366-5367
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	3	灵	宁	liŋ53	niŋ53	tonal exact	-	5373-5374
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	4	之	林	ʦi44	liŋ53	inexact	paired	5378-5379
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	4	之	林	ʦi44	liŋ53	inexact	crossed	5378-5380
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	4	之	冰	ʦi44	piŋ44	tonal inexact	encircling	5378-5381
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	4	之	之	ʦi44	ʦi44	tonal inexact	-	5378-5382
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	4	之	矣	ʦi44	i32	inexact	-	5378-5383
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	4	林	林	liŋ53	liŋ53	tonal exact	-	5379-5380
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	4	林	冰	liŋ53	piŋ44	exact	paired	5379-5381
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	4	林	之	liŋ53	ʦi44	inexact	crossed	5379-5382
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	4	林	矣	liŋ53	i32	inexact	encircling	5379-5383
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	4	林	矣	liŋ53	i32	inexact	-	5379-5384
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	4	林	冰	liŋ53	piŋ44	exact	-	5380-5381
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	4	林	之	liŋ53	ʦi44	inexact	-	5380-5382
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	4	林	矣	liŋ53	i32	inexact	paired	5380-5383
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	4	林	矣	liŋ53	i32	inexact	crossed	5380-5384
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	4	冰	之	piŋ44	ʦi44	tonal inexact	-	5381-5382
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	4	冰	矣	piŋ44	i32	inexact	-	5381-5383
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	4	冰	矣	piŋ44	i32	inexact	-	5381-5384
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	4	之	矣	ʦi44	i32	inexact	-	5382-5383
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	4	之	矣	ʦi44	i32	inexact	-	5382-5384
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	4	矣	矣	i32	i32	tonal inexact	-	5383-5384
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	6	草	好	ʦʰo32	ho32	tonal inexact	-	5397-5402
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	6	袖	秀	siɛu242	siɛu212	inexact	-	5400-5401
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	6	栗	室	lɛiʔ23	sɛiʔ23	tonal exact	-	5403-5404
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	7	芑	芑	kʰi32	kʰi32	tonal inexact	crossed	5407-5410
book-of-poetry/decade-of-sheng-min/zhs	Sheng Min	8	脂	烈	ʦie44	lieʔ5	inexact	-	5419-5421
book-of-poetry/decade-of-sheng-min/zhs	Xing Wei	2	体	泥	tʰɛ53	nɛ53	tonal inexact	-	5433-5434
book-of-poetry/decade-of-sheng-min/zhs	Xing Wei	2	尔	几	i32	ki44	inexact	-	5436-5438
book-of-poetry/decade-of-sheng-min/zhs	Xing Wei	4	钧	均	kiŋ44	kiŋ44	tonal exact	paired	5448-5449
book-of-poetry/decade-of-sheng-min/zhs	Ji Jui	6	匮	类	kuɔi242	luɔi242	tonal inexact	-	5481-5482
book-of-poetry/decade-of-sheng-min/zhs	Fu Yi	2	宁	清	niŋ53	ʦʰiŋ44	exact	paired	5496-5497
book-of-poetry/decade-of-sheng-min/zhs	Fu Yi	2	宁	馨	niŋ53	hiŋ44	exact	crossed	5496-5498
book-of-poetry/decade-of-sheng-min/zhs	Fu Yi	2	宁	饮	niŋ53	iŋ32	exact	encircling	5496-5499
book-of-poetry/decade-of-sheng-min/zhs	Fu Yi	2	清	馨	ʦʰiŋ44	hiŋ44	tonal exact	-	5497-5498
book-of-poetry/decade-of-sheng-min/zhs	Fu Yi	2	清	饮	ʦʰiŋ44	iŋ32	exact	paired	5497-5499
book-of-poetry/decade-of-sheng-min/zhs	Fu Yi	2	馨	饮	hiŋ44	iŋ32	exact	-	5498-5499
book-of-poetry/decade-of-sheng-min/zhs	Fu Yi	3	宜	饮	ŋi53	iŋ32	inexact	encircling	5502-5505
book-of-poetry/decade-of-sheng-min/zhs	Fu Yi	5	宗	崇	ʦuŋ44	ʦuŋ53	exact	encircling	5515-5518
book-of-poetry/decade-of-sheng-min/zhs	Jia Le	2	人	之	iŋ53	ʦi44	inexact	paired	5527-5529
book-of-poetry/decade-of-sheng-min/zhs	Jia Le	2	人	之	iŋ53	ʦi44	inexact	crossed	5527-5530
book-of-poetry/decade-of-sheng-min/zhs	Jia Le	2	之	之	ʦi44	ʦi44	tonal inexact	-	5529-5530
book-of-poetry/decade-of-sheng-min/zhs	Jia Le	3	皇	王	huoŋ53	uoŋ53	tonal exact	-	5533-5534
book-of-poetry/decade-of-sheng-min/zhs	Jia Le	3	皇	章	huoŋ53	ʦuoŋ44	exact	crossed	5533-5536
book-of-poetry/decade-of-sheng-min/zhs	Jia Le	3	王	章	uoŋ53	ʦuoŋ44	exact	-	5534-5536
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	2	康	仓	kʰouŋ44	ʦʰouŋ44	tonal exact	crossed	5550-5552
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	2	康	囊	kʰouŋ44	nouŋ53	exact	-	5550-5554
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	2	仓	囊	ʦʰouŋ44	nouŋ53	exact	-	5552-5554
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	2	粮	光	luoŋ53	kuoŋ44	exact	-	5553-5555
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	2	粮	张	luoŋ53	tuoŋ44	exact	-	5553-5556
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	2	光	张	kuoŋ44	tuoŋ44	tonal exact	-	5555-5556
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	3	原	原	ŋuoŋ53	ŋuoŋ53	tonal exact	-	5560-5565
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	4	泉	原	ʦuoŋ53	ŋuoŋ53	tonal exact	paired	5570-5571
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	4	处	旅	ʦʰy32	ly32	tonal inexact	-	5575-5576
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	4	处	语	ʦʰy32	ŋy32	tonal inexact	-	5575-5578
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	4	旅	语	ly32	ŋy32	tonal inexact	-	5576-5578
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	5	依	几	i44	ki44	tonal inexact	crossed	5580-5582
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	5	依	依	i44	i44	tonal inexact	encircling	5580-5583
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	5	几	依	ki44	i44	tonal inexact	-	5582-5583
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	5	几	之	ki44	ʦi44	tonal inexact	encircling	5582-5587
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	5	依	之	i44	ʦi44	tonal inexact	paired	5583-5587
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	5	依	之	i44	ʦi44	tonal inexact	crossed	5583-5588
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	5	曹	牢	ʦo53	lo53	tonal inexact	-	5584-5585
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	5	之	之	ʦi44	ʦi44	tonal inexact	-	5587-5588
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	6	长	冈	touŋ53	kouŋ44	exact	paired	5590-5591
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	6	阳	阳	yoŋ53	yoŋ53	tonal exact	encircling	5592-5597
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	6	泉	原	ʦuoŋ53	ŋuoŋ53	tonal exact	-	5593-5595
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	6	泉	粮	ʦuoŋ53	luoŋ53	tonal exact	-	5593-5596
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	6	泉	荒	ʦuoŋ53	huoŋ44	exact	crossed	5593-5598
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	6	原	粮	ŋuoŋ53	luoŋ53	tonal exact	-	5595-5596
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	6	原	荒	ŋuoŋ53	huoŋ44	exact	-	5595-5598
book-of-poetry/decade-of-sheng-min/zhs	Gong Liu	6	粮	荒	luoŋ53	huoŋ44	exact	-	5596-5598
book-of-poetry/decade-of-sheng-min/zhs	Jiong Zhuo	2	兹	子	ʦy53	ʦy32	inexact	paired	5610-5612
book-of-poetry/decade-of-sheng-min/zhs	Jiong Zhuo	3	兹	子	ʦy53	ʦy32	inexact	paired	5615-5617
book-of-poetry/decade-of-sheng-min/zhs	Juan A	3	矣	矣	i32	i32	tonal inexact	encircling	5630-5633
book-of-poetry/decade-of-sheng-min/zhs	Juan A	4	矣	矣	i32	i32	tonal inexact	encircling	5635-5638
book-of-poetry/decade-of-sheng-min/zhs	Juan A	5	矣	矣	i32	i32	tonal inexact	encircling	5640-5643
book-of-poetry/decade-of-sheng-min/zhs	Juan A	6	德	则	tɑiʔ23	ʦɑiʔ23	tonal exact	encircling	5645-5648
book-of-poetry/decade-of-sheng-min/zhs	Juan A	8	羽	使	y32	sy32	tonal inexact	encircling	5655-5658
